"","2218DP100","2218DP234","2218DP286","2218DP103","2218DP093","2226DP070","2226DP052","2226DP025","2226DP103","2226DP088","2226DP215","2218DP148","2226DP092","2226DP059","2218DP112","2226DP005","2226DP137","2226DP069","2226DP360","2226DP082","2226DP046","2226DP183","2226DP033","2226DP212","2226DP176","2226DP072","2218DP084","2218DP263","2226DP185","2226DP172","2226DP051","2226DP170","2226DP307","2218DP114","2218DP088","2218DP026","2218DP002","2218DP190","2218DP198","2218DP109","2218DP281","2218DP282","2218DP217","2218DP202","2218DP102","2218DP312","2218DP086","2218DP073","2218DP152"
"Solyc10g081980.2.1",2.91749,1.98287,3.2341,4.4256,2.92944,1.65043,1.15426,1.4248,2.5939,2.7073,3.47404,5.48901,3.83064,3.80115,6.51973,4.3273,0.769201,1.1111,1.11522,2.14043,0.807098,1.5042,2.39398,0.654273,6.34069,5.86354,1.37669,1.80454,19.5538,17.9603,16.3881,6.25516,9.80856,13.9919,9.12074,2.93912,51.8735,10.5535,34.6055,8.87607,3.57567,5.51794,22.1659,71.6754,2.61113,52.4783,1.75604,5.24684,2.45832
"Solyc10g082030.2.1",1428.11,1128.41,927.664,524.147,569.054,1561.64,1651.85,1614.71,1480.22,1361.33,1484.66,754.585,1108.6,1426.54,580.194,1149.03,1551.59,1331.88,1820,1239.91,1498.77,1119.63,1065.92,1008.83,511.126,437.707,1517.31,642.014,296.191,290.345,335.73,406.778,328.185,524.703,604.419,1371.94,334.909,324.674,397.544,820.496,833.349,583.742,704.918,467.192,675.532,254.709,1361.94,1001.52,802.886
"Solyc10g083120.3.1",51.0911,70.4615,100.793,108.659,100.923,45.5712,54.4139,57.0301,54.3623,67.0998,54.5857,99.7212,80.5493,70.0162,68.0892,81.4421,66.4829,60.6435,54.3019,68.406,65.6212,68.7761,80.528,72.4576,127.299,148.02,68.6342,73.5465,198.857,194.825,179.797,169.632,199.53,89.2999,101.253,81.1682,119.118,103.585,96.3559,89.8874,79.7312,94.7634,73.2356,90.879,90.79,104.582,80.5185,89.9524,82.7445
"Solyc10g083140.1.1",24.8609,54.1628,40.1257,78.8183,42.945,24.5461,31.737,38.4935,30.7022,23.685,17.8716,61.9254,36.5437,41.9009,27.655,23.5372,60.5647,31.0023,34.148,40.1828,46.7109,47.0456,27.8321,51.813,54.3252,72.8404,49.6817,51.667,61.255,105.278,100.685,124.212,95.0767,9.64366,25.6546,44.0797,14.3682,26.7502,13.4897,76.1178,90.0425,58.213,58.9707,47.2565,38.0728,37.2781,124.117,35.3095,35.7709
"Solyc10g083240.2.1",8.31435,23.9363,20.9402,22.3957,20.6499,11.7962,15.2102,11.9244,14.3495,10.9223,16.5334,41.246,13.8087,14.9283,24.4821,12.8517,14.1463,20.5514,17.7597,14.3282,10.8989,11.9299,15.9566,15.2895,20.5783,22.0193,8.63132,22.4219,43.0815,37.9169,30.0649,34.5341,30.5693,41.0716,36.362,4.91392,45.8211,51.9075,34.8024,29.2705,23.8088,32.357,26.2754,31.6085,38.6351,53.003,20.8756,20.8508,10.9612
"Solyc10g083350.2.1",32.5744,41.5179,37.4452,48.4496,46.3828,33.6504,33.8001,34.5879,38.6211,40.9307,31.8991,29.5093,37.6956,35.3056,25.9025,40.2999,21.9314,31.5485,23.984,37.1947,29.0015,31.8681,33.0214,31.7449,45.333,49.0986,27.3362,31.0423,45.4218,48.153,43.4327,61.4535,53.1698,25.3448,28.7229,33.2268,20.6418,22.9103,19.2259,18.0774,18.524,21.6443,21.3333,20.63,27.713,14.1623,21.2276,27.618,43.7108
"Solyc10g083360.2.1",33.4066,46.1819,51.4815,56.7506,55.0882,29.0703,28.1673,27.1494,40.3438,38.6046,25.7909,51.3539,40.9084,33.946,59.1688,44.1616,26.106,33.6274,20.8654,32.0088,25.6562,40.6886,40.4954,41.3366,63.9404,84.4864,27.945,54.6526,102.653,111.279,87.9309,85.5168,103.178,78.0339,65.8626,40.1013,75.7967,55.7222,63.8163,56.6592,51.6575,71.2384,59.4456,78.2423,67.8433,46.73,36.7774,51.0174,58.0959
"Solyc10g083490.3.1",37.6585,41.9766,40.6356,29.8821,27.7726,38.3838,43.4545,45.1997,43.8282,39.8958,28.7815,43.3004,33.0206,38.185,36.3438,36.8856,50.3385,39.9816,56.612,36.2122,44.1296,34.424,39.7268,35.5878,34.836,32.7295,36.5431,35.5758,36.1836,35.3467,35.9526,47.7907,40.203,46.2701,40.6682,40.2024,35.7066,38.6364,43.8185,47.1472,48.5908,37.845,47.8587,37.6409,45.7954,23.5356,68.0671,50.5072,32.9981
"Solyc10g083520.2.1",52.9227,92.5738,95.4417,109.465,111.841,52.4938,62.9485,48.5,54.3498,58.0883,55.5258,85.1124,54.7418,45.1941,87.9335,55.8946,81.1601,53.3826,59.7135,66.9901,57.2986,69.833,62.2496,73.4722,101.661,131.399,48.8274,76.7025,113.019,116.497,119.655,145.218,126.13,89.0021,112.952,58.2863,91.9153,98.4904,104.336,146.969,135.891,140.25,139.933,104.124,136.359,134.553,107.107,103.312,83.8812
"Solyc10g083570.3.1",32.6858,43.4863,40.7734,27.4641,26.4348,22.9603,26.3469,30.0442,31.0079,23.6639,20.5669,26.8043,22.5813,34.9385,26.7813,31.4522,38.852,32.3827,36.2616,24.8134,28.7901,28.698,27.4692,30.4098,35.6314,34.0673,24.1748,25.3727,63.8269,51.1739,53.1821,42.8821,46.7105,32.5172,33.0184,28.786,42.5037,47.2209,42.6013,51.4609,52.8586,44.757,54.5213,42.5514,46.4869,27.6168,86.4423,84.7287,34.8444
"Solyc10g083640.2.1",40.7105,62.6134,68.5682,52.5711,52.0017,44.6654,44.8593,44.4222,43.1333,42.815,31.6132,39.5849,39.8291,39.1824,47.4543,43.1867,48.8602,33.9553,57.8288,41.2507,43.2496,42.3427,42.2416,43.9655,58.6807,66.8653,41.3111,48.6291,101.833,102.974,91.1406,108.947,97.4055,59.8844,52.3586,42.2336,74.7302,92.6765,78.9486,63.2029,65.2925,70.5469,78.4092,103.515,66.979,37.2359,84.1215,76.9229,60.0224
"Solyc10g083650.1.1",239.415,231.934,235.891,94.0162,75.3825,275.722,293.764,281.072,322.377,254.588,254.651,194.742,195.374,255.271,180.326,227.799,276.902,260.804,327.3,225.968,250.278,169.719,190.062,172.003,96.9771,85.6618,281.914,165.452,82.471,79.8808,78.4704,121.48,85.9866,179.223,194.369,242.608,134.203,129.054,129.836,278.7,309.169,215.054,258.323,158.899,254.674,119.117,374.426,283.254,146.418
"Solyc10g083720.3.1",33.7428,35.24,39.5545,43.8677,44.7152,30.1666,32.5026,36.2268,43.1926,39.7934,21.5803,48.8886,38.5676,43.0197,46.5276,43.6435,33.6967,36.2568,34.7126,32.5256,31.2629,44.2776,49.4043,39.8207,58.56,61.8574,35.0547,44.4811,90.3569,76.9406,80.6719,53.687,79.3362,49.9143,47.8072,33.399,49.8776,59.7886,62.1644,46.2005,35.7183,47.1761,46.3458,57.4029,45.5441,42.7366,44.3565,52.6795,44.1051
"Solyc10g083730.2.1",8.33341,13.4844,23.2641,18.1983,12.8218,4.90572,5.19004,6.25555,6.09927,9.24962,8.88276,28.8779,8.77898,5.79731,34.3058,10.505,5.08082,7.56702,7.27747,8.95617,9.50273,9.56313,11.329,10.3552,10.3804,18.3089,8.34874,28.9208,20.9176,27.6727,21.907,27.8192,38.0331,49.0669,34.3422,6.98134,49.9391,72.4032,76.1612,31.176,41.2873,37.3165,57.9745,79.3561,35.0895,70.8687,8.8534,17.6503,14.0176
"Solyc10g083740.3.1",72.782,76.8578,81.7104,21.5759,21.2273,87.015,97.8543,85.9694,79.6973,71.7178,76.0516,30.2908,37.3215,67.9224,33.8945,49.8474,120.615,62.7606,138.834,46.9758,74.8028,41.6142,46.3078,41.8608,41.7845,27.8415,66.8469,29.6349,59.7613,52.9653,49.0525,62.9216,47.8978,30.6352,40.6157,76.7054,46.8314,36.1444,41.9527,64.0073,71.6551,50.6757,79.5329,40.0218,69.2953,49.7373,248.027,195.305,46.8303
"Solyc10g083760.3.1",22.9031,39.1371,42.9263,31.9035,32.4064,26.8798,33.2941,26.3438,24.1295,25.758,17.1657,57.9146,26.8953,22.3272,57.2737,23.022,35.531,28.9533,35.3876,31.925,30.9852,33.96,32.7919,36.9087,35.4805,35.1829,29.2212,61.1147,35.2472,36.8129,36.9609,49.9862,33.3732,68.547,66.9699,24.551,69.1439,95.4718,94.2907,109.545,125.744,107.285,124.932,105.789,87.1091,51.0638,48.6088,62.1217,38.7224
"Solyc10g083870.2.1",14.2582,17.9477,16.6793,16.4954,9.11033,15.4578,11.5277,12.5338,12.2492,11.812,18.3872,25.0696,12.3633,20.5063,30.3528,10.9706,10.4634,19.9535,14.6231,10.3424,12.6264,10.5158,15.8803,16.7806,16.1717,22.4827,9.20996,26.559,44.2267,35.0918,24.7478,32.7294,29.2781,37.9255,20.7077,20.2243,45.8715,61.6814,79.576,33.7882,33.0027,41.4748,41.9572,46.868,27.0176,61.1172,21.5003,31.969,19.0532
"Solyc10g083910.3.1",60.6004,63.2625,56.7179,28.7799,34.5476,49.2743,49.2807,54.9481,39.7974,50.9759,38.0798,41.6643,42.774,61.282,35.3832,47.7063,60.5666,55.2247,52.5042,41.1642,44.404,47.9518,40.5451,37.718,26.3752,31.7859,60.6926,55.4361,37.3952,33.6596,20.4524,13.7499,32.7639,52.6974,51.5781,68.8766,67.0161,48.229,65.7642,53.9572,71.3182,71.8811,71.392,49.6746,56.2543,105.407,87.1541,66.4723,59.4401
"Solyc10g083970.1.1",74.7784,72.2902,69.851,53.634,69.396,58.5685,65.546,71.0715,76.0454,69.5063,50.9616,43.5353,64.6723,82.7418,50.1033,73.3377,76.0886,68.918,87.4904,65.8008,72.3371,73.1557,77.4444,62.9782,95.3811,91.4785,88.7106,37.3215,152.245,114.228,130.261,89.6197,99.0322,69.2498,46.6289,90.6787,93.2546,26.9655,64.6385,71.781,52.4485,49.2576,62.754,83.8708,54.2326,35.2152,103.38,101.599,61.1775
"Solyc10g083990.2.1",64.8486,56.5359,52.1869,104.993,119.211,55.0405,48.6667,52.9783,65.5025,63.4569,43.1346,102.92,72.7002,60.9711,74.2794,70.1087,51.8491,59.5169,50.0928,76.4915,54.5953,86.4217,82.2197,62.3415,107.832,112.051,54.4343,93.9247,79.4674,91.7466,84.9441,87.1944,88.1981,71.6581,80.0231,49.3313,47.7761,62.9212,58.1311,62.1398,59.4998,61.6038,61.9792,59.2479,64.9751,36.5847,32.9054,39.7595,79.7679
"Solyc10g084040.2.1",38.7537,47.1737,40.0801,33.9132,36.2791,35.412,35.514,42.3257,40.9826,32.8388,39.6533,81.5508,34.8531,37.5367,79.2146,34.5438,51.2842,37.5878,58.2857,41.613,46.1236,41.0465,45.2605,36.8317,42.5721,37.1209,34.0624,71.0795,36.6293,38.232,41.7823,39.9025,34.4864,92.119,74.1421,40.2821,80.0973,67.8177,102.651,62.8412,70.157,64.585,65.0134,66.6701,65.6566,83.944,54.0758,50.2396,39.9204
"Solyc10g084050.2.1",46.9407,32.9982,40.7573,52.7553,54.6568,34.294,38.2281,41.4847,48.0249,48.3983,26.4708,42.1622,50.5078,53.5585,40.0367,58.6538,33.5979,44.4738,40.256,40.3176,40.897,54.6191,52.8094,49.0772,72.4362,85.0743,44.7663,34.5284,125.43,97.7473,108.176,76.6605,108.045,46.9234,37.2664,51.6641,48.9028,54.9662,55.8342,39.0762,31.8558,40.7706,36.1662,45.1852,38.7719,29.5713,38.9201,44.3053,36.9048
"Solyc10g084140.2.1",14.7946,17.6783,19.8839,23.3847,23.8097,9.59316,11.5088,10.5008,11.6325,14.7311,9.05123,21.6519,15.8192,13.748,24.8674,16.8807,10.3041,13.6695,9.18019,13.1185,9.98004,13.8104,15.7528,16.0241,30.2159,34.1434,14.5167,18.6618,54.579,53.7669,46.4255,36.7218,48.2182,40.098,28.2895,11.313,45.9983,50.7469,44.717,30.2486,28.1217,29.7507,37.7882,48.8151,28.7506,29.1657,15.5591,22.9358,22.071
"Solyc10g084150.2.1",5.13375,15.2456,62.3417,29.0437,33.5925,5.87805,5.03227,14.286,3.38658,8.87052,3.73839,6.23258,8.95094,12.0782,3.64718,15.2094,27.66,7.24031,16.0026,19.2553,16.1511,20.782,21.9787,13.7563,45.4448,48.289,2.13179,5.41927,45.9738,50.089,47.6647,95.8003,75.8798,6.33999,6.89537,10.8362,2.75508,5.22037,8.07257,17.5256,21.5247,19.0157,27.1533,10.0541,21.9237,16.8914,47.9725,33.7487,18.0482
"Solyc10g084310.2.1",79.4021,134.039,151.173,78.0136,76.6732,88.7386,95.5002,95.0335,99.9386,81.9997,96.8831,104.491,80.9294,82.4561,131.859,91.65,117.389,76.7227,140.283,87.1853,93.0943,73.2259,69.9496,80.7161,69.5105,78.9747,74.7238,99.5909,139.036,117.917,95.3024,89.063,108.985,163.649,150.812,84.2372,225.743,265.493,265.844,184.956,214.347,167.644,271.605,320.61,192.323,450.982,266.218,236.362,105.561
"Solyc10g084320.3.1",23.0131,16.8033,149.15,7.34922,8.19738,7.3935,11.2359,8.02131,14.153,11.0033,8.16725,6.40286,9.98411,14.4836,7.35913,13.4339,13.0648,7.89472,7.59455,11.1774,10.1346,14.3292,11.3337,12.9604,16.8577,8.52877,10.6183,7.15567,18.1188,20.7378,21.7279,22.5567,37.0934,6.76978,9.34151,11.6342,4.9208,5.23858,3.43898,23.9768,30.6152,18.4797,29.4498,11.3701,19.0748,6.74884,49.7243,57.6525,8.98022
"Solyc10g084330.1.1",8.79867,47.9227,67.0001,62.6415,41.1841,16.3525,29.4846,21.0944,18.8974,17.4939,46.0002,15.4704,21.9475,38.9801,13.8177,61.8814,12.7021,27.4306,11.0496,4.16234,19.9919,35.8619,22.7313,2.15735,63.173,29.9978,14.919,2.03175,139.15,131.841,57.6934,8.47436,49.1096,15.6025,40.3537,17.3339,66.1065,17.4781,27.2812,65.7056,54.9439,30.15,32.6671,18.2453,60.366,27.4421,26.8942,55.9848,45.4009
"Solyc10g084350.2.1",82.5707,79.3391,84.7167,41.4897,45.1341,69.2406,73.1836,69.1736,77.4113,64.2848,64.3648,54.455,58.5729,72.9537,52.6115,63.1524,83.6243,61.2596,106.087,53.6084,67.5821,49.1668,59.1215,60.3723,53.1916,51.5529,72.875,48.8168,105.23,81.0311,68.2372,55.7909,78.6021,65.1138,63.3517,81.2803,96.8569,99.5499,102.237,91.2469,87.3906,80.7918,95.0393,90.8012,83.5034,54.9161,179.479,151.735,62.8515
"Solyc10g084400.2.1",77.2276,103.722,108.044,97.2552,75.7739,61.3227,63.1016,47.4966,72.2926,80.8409,61.0024,347.448,86.1538,83.3588,531.416,81.5596,25.4855,93.8592,28.8209,44.7524,37.3788,69.3101,67.1812,59.7744,83.7128,78.5304,62.7993,355.704,82.8513,94.0535,74.6414,65.8257,71.7364,938.696,674.713,75.1219,1205.19,1270.8,1173.35,594.322,410.384,759.483,543.072,965.967,550.635,954.853,87.707,168.262,130.265
"Solyc10g084530.1.1",60.7675,53.8334,71.6278,42.5137,50.9145,44.9029,39.2547,45.6369,65.0997,42.2145,18.3729,45.0552,50.0917,43.1532,63.2375,58.2251,54.3005,48.389,59.9935,61.3038,51.0575,67.3549,49.9349,47.93,65.8222,69.7355,48.9472,40.0678,89.6089,83.9483,74.1281,100.484,90.8092,55.0148,61.9521,26.8278,62.8353,49.4481,70.8263,89.2276,64.1894,78.7759,78.8288,93.1158,50.5895,42.1562,98.4662,81.8565,53.1801
"Solyc10g084630.2.1",21.0733,19.1296,26.4864,10.4187,11.8296,21.0331,23.9127,20.739,30.3412,27.0274,26.7272,36.5949,22.5281,21.4982,36.7712,25.3349,17.6055,24.8191,31.1202,19.4458,18.2796,17.1177,23.9279,31.9586,26.3135,28.4392,20.7963,34.4236,47.4057,48.3057,39.5872,21.8,44.8537,45.673,43.8502,15.6837,68.7896,66.1507,59.0479,35.6702,37.2361,46.7142,30.4265,51.7907,37.8662,77.7094,40.8744,44.1634,19.9817
"Solyc10g084800.2.1",20.5101,20.8998,24.0774,36.73,32.9022,17.3144,18.8996,17.7181,18.0546,22.5195,17.0282,22.1791,23.6245,24.1211,21.2841,28.3913,19.2616,20.6235,20.9957,21.8423,21.2562,22.2866,22.2897,22.5945,36.0257,39.4875,23.2313,19.7449,65.5152,56.7104,57.0479,55.6107,60.045,24.5242,24.0466,25.5526,30.0515,25.7269,29.1994,20.3642,20.9974,23.262,28.3323,29.818,21.6949,22.6975,25.989,33.5776,28.2638
"Solyc10g084810.3.1",13.7261,7.47605,9.37288,2.29036,16.0621,7.17476,9.03505,7.19856,13.2662,7.67558,2.69105,51.2851,9.17108,12.889,48.5008,9.28234,9.28856,7.48865,4.04007,12.9867,0,3.9961,8.86533,3.7862,8.83748,4.38725,1.24682,59.4297,0,8.9424,9.9268,18.5909,5.32028,35.3694,42.4931,0,40.1603,51.1242,31.9195,33.8258,30.857,50.5623,26.5424,4.74384,21.441,27.1681,20.9778,24.5637,18.3877
"Solyc10g085010.3.1",4.19541,6.68594,9.49157,15.0382,12.2605,3.68203,2.38035,1.67638,4.30513,4.55694,4.87422,7.37664,10.0498,11.4932,8.29675,14.459,2.27125,4.35984,1.60988,2.79328,4.88851,5.88089,6.34271,9.60095,18.9902,22.5482,3.3875,3.33694,33.1215,47.6802,35.241,25.8161,42.4968,22.6289,11.7588,11.755,71.3941,13.7356,36.7124,9.74711,3.95889,8.41275,20.0955,94.3013,5.48266,70.6816,4.55956,10.3813,12.0268
"Solyc10g085020.3.1",98.4013,86.8967,108.558,51.8473,61.0173,80.1064,90.2312,80.2895,79.7313,72.1947,59.0869,65.255,74.255,76.0031,63.4782,70.6823,91.0585,77.3987,100.504,63.9461,67.8934,65.5371,60.3943,66.1913,81.3569,77.6733,82.0403,69.8521,119.904,106.412,113.188,91.5653,92.6989,86.33,64.0814,91.4756,128.823,84.1107,83.2512,108.797,108.109,92.139,128.341,122.752,74.3716,81.7467,227.328,179.763,76.5128
"Solyc10g085030.1.1",25.5999,20.183,24.3029,51.5428,37.1678,20.2074,21.5311,15.5132,23.0561,23.481,15.6391,17.159,23.7384,25.1727,41.0913,26.0924,10.643,18.2548,7.26018,16.8609,14.4613,16.5529,17.2468,16.5417,38.0486,41.5902,18.192,18.7141,48.8203,42.2018,39.1964,33.7151,36.7519,89.0671,35.3203,30.4271,166.508,59.0005,91.4349,38.2766,15.3678,24.0387,52.7739,153.585,17.5705,105.157,11.9319,22.5627,38.399
"Solyc10g085040.1.1",53.1799,59.2393,50.6427,40.5923,41.0454,55.7923,48.1403,40.0968,50.0309,49.8444,48.4702,72.8636,51.7104,45.7685,93.7325,46.5225,40.5813,42.9473,38.7653,48.2409,39.6018,38.0469,39.6091,33.8117,35.8611,37.7025,49.9508,75.0522,38.6089,42.3861,33.7138,39.3343,32.9802,183.213,101.874,47.1453,272.445,401.625,258.649,49.6835,52.6744,65.2341,59.8629,148.697,62.0687,190.667,45.8254,53.8034,61.7247
"Solyc10g085140.2.1",24.503,18.0438,31.6915,47.6368,41.1401,20.9609,22.1446,15.4182,25.8706,27.5083,20.5326,37.9827,34.1101,24.2162,36.6821,28.6599,8.96737,20.7515,6.11118,17.8748,12.888,19.4674,17.8275,15.9462,30.3102,33.4744,17.7505,30.3001,69.3355,61.4169,45.7095,28.0662,45.2563,55.7854,40.4356,19.6699,95.225,43.5943,59.9274,17.5114,11.0969,23.018,18.7992,38.6223,18.8535,21.9213,8.25961,14.9873,34.1311
"Solyc10g085215.1.1",144.124,185.032,270.109,178.648,203.07,193.719,133.883,137.801,117.185,172.274,157.427,229.274,156.825,143.762,177.836,159.656,138.4,144.424,163.219,164.769,158.338,186.818,116.136,165.331,207.279,221.556,135.904,215.135,202.92,260.447,257.104,127.658,303.256,264.7,250.237,172.388,254.349,230.059,207.477,261.381,239.141,244.58,280.288,343.929,228.284,406.286,250.684,252.655,203.286
"Solyc10g085300.2.1",16.0755,17.2162,28.8837,30.2597,19.8076,11.3296,10.8085,9.31027,11.7544,16.3401,10.7652,19.6902,18.3438,14.9255,28.5075,17.3938,15.8409,14.0777,14.3755,16.5766,15.3428,18.2996,16.6123,15.0133,31.7163,35.9094,13.5194,23.5238,54.3984,53.777,40.7559,40.0557,44.6944,33.9914,28.7041,13.6642,51.3598,47.0027,37.4668,29.9442,28.2881,31.937,29.2832,48.4416,22.7043,36.5308,22.4151,18.5938,25.9171
"Solyc10g085420.3.1",27.5949,11.2897,8.46245,40.401,27.5505,10.9898,10.5316,12.8047,18.7634,17.3825,13.064,4.91898,24.334,22.045,18.2729,29.3763,5.02553,12.8449,9.28243,13.5956,11.3353,18.9552,20.1718,21.6075,55.1388,43.003,20.7921,11.0998,84.9035,80.0299,75.8541,33.6203,98.0272,35.1779,11.5478,24.6515,65.5936,19.4508,31.8192,19.9422,5.81276,13.9441,20.9311,45.6193,9.06733,21.0511,4.50887,7.629,14.0824
"Solyc10g085430.3.1",75.6476,91.802,93.1067,105.62,120.824,57.2874,61.2615,57.4056,74.7341,77.2678,55.3147,105.62,86.4208,71.8248,109.453,87.3828,55.2238,80.3392,57.5946,68.7761,63.0371,75.0237,74.9958,72.8603,98.5233,112.036,62.5765,90.9197,143.029,132.967,126.957,114.886,136.828,137.526,116.119,77.7097,134.484,164.948,157.005,97.7829,94.9363,94.1616,94.4107,140.136,102.936,99.5224,60.8464,87.8952,116.189
"Solyc10g085440.1.1",18.8734,32.7077,23.8582,43.5169,55.0699,29.8948,32.0334,22.6241,12.1607,47.7591,36.3292,75.4192,26.5961,29.744,24.2504,45.4835,25.0791,28.8848,25.8565,26.7851,10.7958,35.9649,45.2132,32.8137,49.8113,52.647,17.4555,39.2236,42.4716,83.835,54.5974,52.0545,61.7153,35.3694,38.952,38.5338,37.1855,23.858,46.2832,47.6636,57.8568,38.8036,53.0848,58.1121,22.7023,27.1681,18.88,28.0728,54.1414
"Solyc10g085480.2.1",235.102,263.414,259.109,134.42,116.34,214.465,249.128,234.049,233.088,238.977,221.413,171.143,172.193,220.439,220.413,215.924,249.366,200.54,330.8,172.724,211.183,146.238,156.326,140.659,137.361,143.739,231.522,160.743,241.956,230.623,218.779,266.122,205.804,337.484,252.142,238.662,553.621,599.729,633.194,304.178,342.378,251.861,386.192,617.294,227.047,553.978,575.831,446.681,162.068
"Solyc10g085550.3.1",70.4454,87.4137,83.5312,27.5246,30.0791,77.6636,70.8886,82.8587,80.132,69.1628,60.06,38.4489,55.7476,75.8831,36.5759,62.2311,89.5712,69.1388,108.437,59.6831,73.6917,45.3915,48.4976,48.7327,28.6612,27.511,72.8007,38.6326,24.2422,20.4264,21.759,18.7173,19.9397,42.6616,43.1393,68.9874,44.0171,42.5957,46.2543,59.3247,72.1675,53.1028,64.8765,44.7635,66.39,27.8128,140.976,110.38,50.5622
"Solyc10g085560.3.1",14.7901,26.4302,28.7731,19.4169,14.0582,15.5044,17.6715,15.6779,17.878,16.2829,11.7903,25.1452,17.3792,16.8106,24.6665,16.003,16.7416,13.5661,17.0964,18.041,16.792,16.5117,16.7998,24.2758,21.3487,26.6449,13.0572,25.8262,41.2672,40.772,32.6723,41.0573,34.1118,38.2025,34.8973,17.049,57.009,48.076,63.4436,35.0512,35.0807,39.3717,37.818,52.8898,37.7376,52.4337,35.942,36.4153,24.5251
"Solyc10g085790.2.1",14.8774,18.0471,18.0064,22.3827,19.7378,14.5977,15.8107,16.6656,15.8455,18.7706,12.4903,20.3241,18.4007,17.4168,23.1825,19.8228,15.8421,15.7709,17.7066,15.4963,16.4986,17.1869,18.5937,18.1651,23.7007,24.7274,18.1248,19.6094,38.7043,31.7105,31.7545,25.7557,35.1106,36.386,27.5311,18.6361,47.615,48.8023,56.1603,29.6802,24.707,24.1957,26.4777,39.5802,27.2507,31.309,23.0688,24.3937,21.6246
"Solyc10g085830.2.1",51.7923,60.1098,75.7975,43.2747,38.865,50.5349,55.5261,50.9325,49.892,55.6197,44.4773,55.5381,54.3083,54.019,56.4332,48.3601,48.9809,55.7758,47.6374,48.1855,51.7657,45.719,53.3237,43.6468,63.5036,54.6494,50.2753,54.4829,76.8967,87.7293,53.1974,55.8878,57.8155,81.9776,85.6894,48.296,101.994,77.2255,83.2081,68.5869,62.8634,79.0965,75.4524,95.4654,60.2569,99.8661,54.9978,69.3532,59.2741
"Solyc10g085850.1.1",9.52353,0,1.57652,23.307,10.6136,22.1246,19.756,24.7349,10.2271,23.6689,14.937,0,0,16.5097,17.4487,8.5871,8.59285,19.7936,7.47495,7.50875,18.3098,29.5744,26.2442,25.6858,26.7564,71.0263,6.92062,32.987,4.3656,20.6815,18.3666,0,0,12.6659,26.2069,7.50476,13.7601,6.306,53.1517,45.5159,64.228,21.7559,35.3583,37.3025,7.00063,15.9939,7.76261,15.1492,35.9109
"Solyc10g085870.1.1",12.068,31.4602,31.2683,21.327,25.1828,25.3572,17.6846,24.6196,22.2678,18.3551,15.7538,94.0051,20.7789,21.1023,78.5874,11.8163,22.7636,24.9054,18.3689,20.3603,13.9721,23.1799,21.5788,9.15689,21.1419,20.0209,19.6255,88.802,14.4355,14.5807,6.83835,10.9195,4.76592,79.3147,90.5538,16.2553,79.4655,82.0868,75.8733,71.5095,71.4415,78.6117,68.7365,85.5895,70.1017,61.2313,30.2484,26.9244,70.2535
"Solyc10g085880.1.1",1.25306,18.3547,16.4414,21.5084,17.8281,2.33676,2.04606,2.92765,1.87963,2.20274,2.50052,48.3504,3.44495,1.58454,37.6622,1.68832,2.29052,2.8428,1.696,3.89363,1.03405,4.82602,4.75758,2.59492,10.6844,11.7576,1.28482,42.516,10.8157,8.35344,6.90815,13.1158,5.13291,51.6097,52.4172,0.962296,63.7141,64.4847,62.8528,42.0923,30.6854,36.7134,25.829,49.319,40.2947,33.6918,13.0226,11.6647,48.2443
"Solyc10g085890.1.1",0,22.1852,23.7684,26.507,14.9802,5.67763,3.41238,0,0,1.01232,0,17.9045,1.63291,0.588435,55.9713,3.30545,0,2.53973,1.43867,8.67107,2.13577,4.15046,7.36621,0,10.4901,16.274,0,58.5508,12.6034,11.9415,5.89156,9.56256,8.84126,52.1409,87.5683,0,51.2015,39.4449,76.7241,47.4514,29.7596,52.3408,28.9854,49.2708,29.1933,34.4473,4.98013,11.1075,56.3843
"Solyc10g085970.3.1",42.4585,43.0081,53.6089,56.9912,55.5247,31.0107,42.6014,36.5287,38.0578,43.6886,10.935,80.7136,42.7098,37.8435,70.9838,44.4146,29.1772,31.2603,33.5713,46.99,36.1462,45.6125,36.8335,37.6849,63.4584,67.0032,37.9128,64.3613,88.1224,84.4125,78.6803,79.9008,106.005,100.121,73.0773,46.1131,103.632,102.704,104.929,77.2191,64.5716,70.3294,93.3607,95.0828,62.6517,41.0464,47.7933,37.5971,65.2031
"Solyc10g086010.2.1",74.4618,67.9373,73.0184,42.6335,39.0187,67.4359,70.3621,62.224,68.2761,65.8643,55.8272,33.1805,57.4602,67.2906,43.1285,66.098,70.9042,57.812,98.89,47.1041,62.7868,52.8554,56.1524,59.6246,52.5875,50.7386,76.9289,45.0645,95.3673,76.3314,71.9593,73.2935,83.8255,41.9318,50.0299,81.9713,76.4337,71.3667,69.9766,85.1958,68.5976,77.2124,70.0319,60.978,79.8859,39.4589,143.97,131.964,50.971
"Solyc10g086020.4.1",183.463,244.843,264.338,107.639,126.305,169.738,188.403,190.806,186.372,167.922,192.799,117.931,135.366,165.483,136.894,149.415,219.82,155.137,274.643,136.789,161.881,125.058,144.359,116.267,146.642,147.861,179.731,107.449,237.548,222.822,174.198,144.104,219.348,155.779,163.705,193.541,214.627,207.692,226.621,252.574,273.477,222.906,303.954,271.351,216.068,334.553,491.433,415.398,208.624
