"","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_13","cluster_14","cluster_15","cluster_16","cluster_17","cluster_18","cluster_19","cluster_20","cluster_21","cluster_22","cluster_23","cluster_24","cluster_25","cluster_26","cluster_27"
"2218DP263",6.17725428955474,-2.51041194742696,3.35463198826426,-2.5482208485112,0.696523691033836,-0.284092533823286,0.685095944516178,-0.113773110017636,0.860398898925533,1.78411430152224,-0.912473137415638,2.26458242627159,0.445446266949581,1.86055919142065,1.40643165677636,2.3487731067453,1.3332033470874,-0.917059958674813,-1.89372330165104,0.0891231958465189,-1.35772526360103,-1.79381152466304,1.50995455370353,-0.465689607466094,0.73765179518377,-0.885064679090446,0.485440957664149
"2218DP114",5.81869526195271,-0.544303553737175,2.00534097002565,-2.63391650846301,1.38155641226406,1.07840215445891,1.28566713108253,-2.21935557964546,0.736672781721735,1.34741009159172,-3.15584503912875,2.55653199793091,0.473490489741679,-2.36488928225106,2.02407975922737,1.54009213806115,4.72230480477836,-5.12516028962888,0.810580529284588,0.144441041544358,-1.39519189577424,-0.487906001898905,0.636419934227144,-0.0824552661281199,0.810499592778902,2.09868128376731,-1.3490345444142
"2218DP026",8.06096513371639,-6.55251407831624,3.9741733865835,0.355958839655544,1.03467184225639,2.26292950632596,-0.723780289855559,0.549798433957977,0.823133550222248,0.678901984083514,-2.04988679302794,2.35758905162805,0.444949388630986,2.07277592830073,1.34484493421627,3.17352902955992,0.646551185479864,-4.30584749541342,0.431681366665625,0.0866646249266149,-1.30436952004778,-1.91871597292949,-0.043117433508268,-1.87342776121461,1.36905666221223,0.316812325458669,0.468931166266607
"2218DP002",4.84510885896351,-0.792947908738462,2.34193181760513,0.752320512763243,2.0106332647727,-0.548084456148051,0.614117619383304,-0.566901846370566,0.716454844412769,-0.580165283846158,-3.30955762148874,1.67660833193276,0.456628930945207,-0.592249449347842,0.361323037766847,0.80969513026208,2.77524077635538,-3.63419638100518,1.49622745503165,0.0815998091841504,-1.06317079118602,1.13792922693007,-0.313091490695567,-0.611613664432964,1.17142533444554,1.9390514802379,-0.225905704643602
"2218DP190",3.23162142458506,2.47135369158825,0.738457196131208,-0.142356358050579,2.28199314074945,1.7122075742201,1.67145986550594,-1.60524192194192,0.764178519724762,0.724236021559092,0.273206434204935,-2.38197396149013,0.465087420157056,-0.247704841695986,-0.201157285308267,-1.92164968189126,2.59370506683704,-0.233091561333423,1.67608177740345,0.0743572225701726,-0.808019341103644,-0.162734422668674,-2.02954259380279,0.367903498469081,1.17796223186951,1.42761694445832,-0.475078401249898
"2218DP198",3.56264132615224,0.387588785504019,1.21313063371939,0.316755073957779,1.61469447964818,1.82064817027833,2.1108433607931,-3.49012351696841,0.750448598414459,0.591034423158991,0.150599843975747,-1.37774308804315,0.457354635789384,-0.791981109558099,-0.180274140881084,-0.930439025806878,2.53904737083987,-0.720575070343007,1.61972196455845,0.0713998330361316,-0.967956883970928,0.776759486202718,-1.44094285487611,0.0917455924201894,0.86532636311908,1.69724796262455,-0.752094480640379
"2218DP109",1.3758464351298,0.425402271633708,-1.26733795267669,-0.171725456970407,1.41442198747866,3.05469927536844,1.10668725082663,-0.70816894468787,0.840213872369496,-0.145933555002801,-0.209920978150992,-6.85247862157761,0.452000631986099,-0.445233353637906,-0.386370292797251,-1.37649807498265,1.95555145637142,-0.874370168125301,0.998798205869778,0.0525789565454358,-0.557129734717452,0.602228818229938,-5.41242543115723,0.561185529548204,1.71049322460202,1.60729182038538,0.0060544592711988
"2218DP281",3.72269222230941,1.51893859410729,0.457457937438712,0.457227731341362,1.77523177655645,2.44571880463998,1.42979964637225,-1.06863810604458,0.769537570431292,0.498998000320073,0.615382164826661,-4.93791990328198,0.455446015694304,-0.938058437890695,-0.959050491637079,-3.28982110357009,1.00378921867449,-0.33778433948828,0.37990356841893,0.07306029426953,-0.82306994519642,1.21176794273499,-4.86549877550959,-0.0259840943684017,0.730249652980189,1.43027243640691,-0.35686199858647
"2218DP282",2.37539491552472,0.92714455885736,-0.192780722480035,0.0951196056971853,1.55704514136812,1.74904377903752,1.50934170864057,-1.67098438847463,0.75644690514167,0.737111429035627,0.467170126303728,-3.2091921998069,0.457902463741315,-1.27068040899688,0.23259030531205,-1.14103897670206,3.50555203331269,-1.35651679088683,1.63189266491853,0.0654498469497873,-0.908722662679534,-0.0951217002557887,-2.73297731530021,0.818846239608515,1.3801212164461,1.92500581471378,-1.10465996321135
"2218DP217",4.37894145216166,0.890291383825027,0.827872923168381,-0.142873637437057,0.997788864170242,4.05557342385926,1.82649893973704,-2.3965475931619,0.864603459791726,-0.400180069102337,1.94085035906671,-4.4607623793493,0.437541125610911,-0.62413883449874,-2.09406867613348,-4.08084846314913,-0.933050674987193,1.69456491727416,1.400052001197,0.0910606566257911,-0.990243224258914,1.0693736778907,-1.68133548530001,-0.569083089838094,-1.58519943717027,1.34692651226741,-0.429041882031516
"2218DP202",3.25239995980191,2.8139953144892,-0.038716779620238,-1.84518155659367,0.258318486464534,4.66654393909475,0.424097369538138,0.513435271536585,0.88663835917627,-0.390095572358579,1.39891212641472,-6.46190255295951,0.437561917760264,-0.609689437007334,-1.6280795942707,-2.67861883280749,-1.53033928383169,3.0304222151195,-0.162856142184864,0.0891231958465189,-1.04934775775786,0.952786951566531,-5.02346932344889,0.676127096903826,-0.938373155058032,1.18177270985145,-0.295906834928221
"2218DP102",2.4586386066047,1.66789046645112,-0.620415981787415,-1.71827705661549,2.16201033285911,3.32705662708363,1.26497824295303,-0.145641991659899,0.801375560274858,-1.19747125545603,-1.51939756577261,-4.23084594790109,0.44650980040349,-1.69227156730626,-0.456829242021291,-1.81528570680762,0.673586398040289,-0.346251636242555,1.1292983232507,0.0780519913935352,-0.848649934100883,-0.811376092109443,-4.63967801912723,0.360683586770471,-0.435794270263933,1.45225655056785,-0.279368670292548
"2218DP312",2.11463824056208,3.61570666294748,-0.943784558276719,-0.211964073818492,1.72927237985287,4.02306204043336,1.49904237988327,-0.192910247700731,0.821416482157872,-0.13057251765536,-0.459694019228083,-3.27519634095735,0.432251485947856,-1.5163753469054,-1.68937129739528,-3.58060066983723,-1.51483896136881,2.60389116418696,1.61477115326893,0.0854855143833957,-1.07944896594341,0.943013565016268,-4.04819956563346,2.37564980185368,-2.27140976201598,1.54452018917469,0.47097763611774
"2218DP152",-2.70386498800515,4.41215007512264,-4.13374258907132,-1.29955469027642,0.911231668937507,0.348956033835654,0.0396140038630324,0.517572132859244,0.783226836470709,0.674600995946456,1.72717497430499,-1.25870794467068,0.435977076293416,-1.57236863879666,-0.980977751546803,-2.52082400152059,-2.26021486584542,3.50995035278808,1.32837254463798,0.0398932400455846,-0.358368301219894,0.673741250407306,-3.57130345660972,2.04728533459769,-3.32459378260019,-0.737161157766003,-1.35876746115606
